Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA
G1,28/9/2019,Atromitos,Panetolikos,2,0,Atromitos,Atromitos,1,0.8500000000000001,1.85,3.5,4.2,-0.75,Atromitos,0.8,1.8,2.05
G1,28/9/2019,Olympiakos,Lamia,2,0,Olympiakos,Olympiakos,1,0.15999999999999992,1.16,7.0,15.0,-2.25,Lamia,-0.5,1.93,1.93
E0,29/9/2019,Leicester,Newcastle,5,0,Leicester,Leicester,1,0.5,1.5,4.0,7.5,-1.0,Leicester,0.9299999999999999,1.93,2.0
E1,29/9/2019,Barnsley,Brentford,1,3,Brentford,Draw,0,-1,3.8,3.5,2.0,0.5,Brentford,-1,2.0,1.9
D1,29/9/2019,Fortuna Dusseldorf,Freiburg,1,2,Freiburg,Freiburg,1,1.87,2.37,3.4,2.87,-0.25,Freiburg,0.6699999999999999,2.15,1.67
D1,29/9/2019,FC Koln,Hertha,0,4,Hertha,FC Koln,0,-1,2.15,3.6,3.3,-0.25,Hertha,-1,1.88,2.05
D2,29/9/2019,Erzgebirge Aue,Dresden,4,1,Erzgebirge Aue,Dresden,0,-1,2.37,3.6,2.7,-0.25,Erzgebirge Aue,-1,2.0,1.85
D2,29/9/2019,Greuther Furth,Holstein Kiel,0,3,Holstein Kiel,Greuther Furth,0,-1,2.2,3.75,2.87,-0.25,Holstein Kiel,-1,1.9,1.95
D2,29/9/2019,St Pauli,Sandhausen,2,0,St Pauli,St Pauli,1,1.4,2.4,3.5,2.8,-0.25,St Pauli,1.0,2.0,1.85
SP1,29/9/2019,Espanol,Valladolid,0,2,Valladolid,Valladolid,1,3.2,1.95,3.3,4.2,-0.25,Valladolid,1.13,1.81,2.13
SP1,29/9/2019,Eibar,Celta,2,0,Eibar,Eibar,1,1.25,2.25,3.3,3.25,-0.25,Eibar,0.99,1.99,1.94
SP1,29/9/2019,Alaves,Mallorca,2,0,Alaves,Mallorca,0,-1,2.2,3.2,3.5,-0.25,Alaves,-1,2.05,1.88
SP1,29/9/2019,Levante,Osasuna,1,1,Draw,Draw,1,2.5,2.15,3.5,3.4,-0.25,Osasuna,0,2.03,1.9
SP1,29/9/2019,Sevilla,Sociedad,3,2,Sevilla,Sociedad,0,-1,1.85,3.5,4.5,-0.5,Sevilla,-1,2.04,1.89
SP2,29/9/2019,Malaga,Sp Gijon,0,0,Draw,Draw,1,1.87,2.3,2.87,3.5,-0.25,Sp Gijon,0,1.93,1.93
SP2,29/9/2019,Almeria,Cadiz,1,2,Cadiz,Almeria,0,-1,2.25,3.0,3.5,-0.25,Cadiz,-1,1.98,1.88
SP2,29/9/2019,Oviedo,Zaragoza,2,2,Draw,Zaragoza,0,-1,2.8,3.0,2.7,-0.25,Zaragoza,0,2.0,1.85
SP2,29/9/2019,La Coruna,Mirandes,1,1,Draw,La Coruna,0,-1,1.57,3.6,6.5,-1.0,Mirandes,0,2.05,1.75
SP2,29/9/2019,Lugo,Tenerife,1,4,Tenerife,Lugo,0,-1,2.62,3.0,2.87,0.0,Tenerife,-1,1.9,1.95
I1,29/9/2019,Napoli,Brescia,2,1,Napoli,Napoli,1,0.25,1.25,6.0,12.0,-2.0,Brescia,-1,2.03,1.9
I1,29/9/2019,Lazio,Genoa,4,0,Lazio,Lazio,1,0.43999999999999995,1.44,4.75,7.0,-1.25,Lazio,0.7,1.7,2.1
I1,29/9/2019,Lecce,Roma,0,1,Roma,Roma,1,0.75,4.2,4.0,1.75,1.0,Draw,0,1.85,2.08
I1,29/9/2019,Udinese,Bologna,1,0,Udinese,Draw,0,-1,2.87,3.2,2.55,0.25,Udinese,-1,1.79,2.15
I1,29/9/2019,Cagliari,Verona,1,1,Draw,Cagliari,0,-1,2.05,3.3,3.75,-0.25,Verona,0,1.91,2.02
I1,29/9/2019,Milan,Fiorentina,1,3,Fiorentina,Fiorentina,1,2.3,2.25,3.2,3.3,-0.25,Fiorentina,0.81,2.13,1.81
I2,29/9/2019,Benevento,Virtus Entella,1,1,Draw,Benevento,0,-1,1.6,3.6,6.0,-1.0,Virtus Entella,0,2.05,1.8
I2,29/9/2019,Chievo,Pordenone,1,1,Draw,Chievo,0,-1,2.05,3.2,3.75,-0.5,Pordenone,0,1.98,1.88
I2,29/9/2019,Spezia,Trapani,2,4,Trapani,Spezia,0,-1,1.8,3.4,4.75,-0.75,Trapani,-1,2.02,1.77
I2,29/9/2019,Livorno,Salernitana,2,3,Salernitana,Salernitana,1,2.3,2.3,3.1,3.3,-0.25,Salernitana,1.0499999999999998,1.8,2.05
F1,29/9/2019,Strasbourg,Montpellier,1,0,Strasbourg,Montpellier,0,-1,2.3,3.2,3.25,-0.25,Strasbourg,-0.5,1.98,1.95
F1,29/9/2019,Nimes,St Etienne,0,1,St Etienne,Nimes,0,-1,2.37,3.2,3.2,-0.25,St Etienne,-1,2.2,1.75
F1,29/9/2019,Marseille,Rennes,1,1,Draw,Draw,1,2.6,1.9,3.6,4.0,-0.5,Rennes,0,2.0,1.93
B1,29/9/2019,Anderlecht,Waasland-Beveren,0,0,Draw,Anderlecht,0,-1,1.36,4.75,6.5,-1.5,Waasland-Beveren,0,2.05,1.75
B1,29/9/2019,Standard,Charleroi,1,1,Draw,Standard,0,-1,1.57,4.0,4.75,-1.0,Charleroi,0,2.05,1.75
B1,29/9/2019,Oostende,Antwerp,1,1,Draw,Antwerp,0,-1,3.8,3.8,1.75,1.0,Oostende,0,1.85,2.0
N1,29/9/2019,Waalwijk,Vitesse,1,2,Vitesse,Vitesse,1,0.53,6.0,4.2,1.53,1.0,Draw,0,2.03,1.87
N1,29/9/2019,Utrecht,Willem II,2,0,Utrecht,Utrecht,1,0.5,1.5,4.33,6.0,-1.0,Utrecht,1.08,2.08,1.82
N1,29/9/2019,Zwolle,PSV Eindhoven,0,4,PSV Eindhoven,PSV Eindhoven,1,0.3999999999999999,6.5,5.0,1.4,1.5,PSV Eindhoven,0.95,1.95,1.95
N1,29/9/2019,AZ Alkmaar,Heracles,2,0,AZ Alkmaar,AZ Alkmaar,1,0.55,1.55,4.2,5.5,-1.0,AZ Alkmaar,0.8799999999999999,1.88,2.02
N1,29/9/2019,Feyenoord,Twente,5,1,Feyenoord,Twente,0,-1,1.4,4.75,7.0,-1.5,Feyenoord,-1,1.99,1.91
P1,29/9/2019,Guimaraes,Pacos Ferreira,1,0,Guimaraes,Guimaraes,1,0.53,1.53,4.2,6.0,-0.75,Guimaraes,0.51,2.02,1.88
P1,29/9/2019,Santa Clara,Gil Vicente,1,0,Santa Clara,Draw,0,-1,2.1,3.25,3.6,-0.5,Santa Clara,-1,2.07,1.83
P1,29/9/2019,Portimonense,Sp Braga,0,1,Sp Braga,Portimonense,0,-1,3.4,3.3,2.15,0.5,Sp Braga,-1,1.91,1.99
P1,29/9/2019,Rio Ave,Porto,0,1,Porto,Porto,1,0.5,6.5,4.0,1.5,1.0,Draw,0,1.99,1.91
T1,29/9/2019,Konyaspor,Kayserispor,2,1,Konyaspor,Konyaspor,1,0.95,1.95,3.25,4.0,-0.5,Konyaspor,0.8500000000000001,1.85,2.0
T1,29/9/2019,Ankaragucu,Genclerbirligi,2,1,Ankaragucu,Genclerbirligi,0,-1,3.6,3.25,2.1,0.75,Ankaragucu,-1,1.98,1.88
T1,29/9/2019,Antalyaspor,Yeni Malatyaspor,3,0,Antalyaspor,Yeni Malatyaspor,0,-1,2.37,3.2,3.0,-0.25,Antalyaspor,-1,1.75,2.05
T1,29/9/2019,Trabzonspor,Besiktas,4,1,Trabzonspor,Trabzonspor,1,1.2000000000000002,2.2,3.8,2.9,-0.25,Trabzonspor,0.8,1.8,2.05
G1,29/9/2019,OFI Crete,Asteras Tripolis,3,1,OFI Crete,OFI Crete,1,1.15,2.15,3.3,3.4,-0.5,OFI Crete,0.77,1.77,2.1
G1,29/9/2019,Xanthi,Volos NFC,3,1,Xanthi,Volos NFC,0,-1,1.85,3.5,4.2,-0.25,Xanthi,-1,1.83,2.02
G1,29/9/2019,Panionios,Panathinaikos,0,1,Panathinaikos,Panionios,0,-1,3.0,3.1,2.45,0.25,Panathinaikos,-0.5,1.85,2.0
G1,29/9/2019,AEK,PAOK,2,2,Draw,AEK,0,-1,2.3,3.4,3.0,-0.25,PAOK,0,1.85,2.0
E0,30/9/2019,Man United,Arsenal,1,1,Draw,Man United,0,-1,2.37,3.5,2.9,-0.25,Arsenal,0,1.96,1.97
D2,30/9/2019,Hannover,Nurnberg,0,4,Nurnberg,Nurnberg,1,2.1,2.2,3.5,3.1,-0.25,Nurnberg,0.95,1.9,1.95
I1,30/9/2019,Parma,Torino,3,2,Parma,Parma,1,2.1,3.1,3.4,2.3,0.25,Parma,0.8200000000000001,1.82,2.11
I2,30/9/2019,Cremonese,Ascoli,1,0,Cremonese,Ascoli,0,-1,2.25,3.25,3.2,-0.5,Cremonese,-1,2.02,1.83
F2,30/9/2019,Guingamp,Le Mans,3,0,Guingamp,Guingamp,1,0.72,1.72,3.5,5.25,-0.5,Guingamp,0.77,1.77,2.02
P1,30/9/2019,Aves,Sp Lisbon,0,1,Sp Lisbon,Sp Lisbon,1,0.55,6.0,3.75,1.55,1.0,Draw,0,1.94,1.96
T1,30/9/2019,Gaziantep,Goztep,1,1,Draw,Gaziantep,0,-1,2.3,3.2,3.2,-0.25,Goztep,0,2.05,1.75
E1,1/10/2019,Blackburn,Nott'm Forest,1,1,Draw,Nott'm Forest,0,-1,2.05,3.5,3.6,-0.5,Nott'm Forest,0,2.01,1.89
E1,1/10/2019,Hull,Sheffield Weds,1,0,Hull,Sheffield Weds,0,-1,2.7,3.5,2.5,0.0,Hull,-1,1.95,1.95
E1,1/10/2019,Leeds,West Brom,1,0,Leeds,West Brom,0,-1,1.75,3.8,4.33,-0.75,Leeds,-0.5,2.05,1.75
E1,1/10/2019,Middlesbrough,Preston,1,1,Draw,Preston,0,-1,2.62,3.2,2.75,0.0,Draw,0,1.9,2.0
E1,1/10/2019,Wigan,Birmingham,1,0,Wigan,Birmingham,0,-1,2.5,3.2,3.0,-0.25,Wigan,-0.5,2.13,1.78
E1,1/10/2019,Reading,Fulham,1,4,Fulham,Fulham,1,1.0,3.6,3.6,2.0,0.25,Fulham,0.79,2.11,1.79
E1,1/10/2019,Stoke,Huddersfield,0,1,Huddersfield,Stoke,0,-1,1.8,3.7,4.5,-0.75,Huddersfield,-1,2.04,1.86
EC,1/10/2019,Fylde,Barnet,0,4,Barnet,Fylde,0,-1,2.0,3.5,3.6,-0.25,Barnet,-1,1.77,2.02
EC,1/10/2019,Solihull,Wrexham,3,1,Solihull,Draw,0,-1,1.9,3.6,3.8,-0.5,Solihull,-1,2.0,1.8
SP2,1/10/2019,Albacete,Santander,0,0,Draw,Santander,0,-1,2.15,3.0,3.75,-0.25,Santander,0,2.1,1.77
SP2,1/10/2019,Extremadura UD,Elche,2,0,Extremadura UD,Elche,0,-1,2.45,3.0,3.1,-0.25,Extremadura UD,-1,2.05,1.8
SP2,1/10/2019,Numancia,Fuenlabrada,1,0,Numancia,Fuenlabrada,0,-1,2.2,3.1,3.5,-0.25,Numancia,-0.5,1.75,2.05
SP2,1/10/2019,Vallecano,Alcorcon,1,1,Draw,Vallecano,0,-1,1.57,3.75,6.0,-1.0,Alcorcon,0,2.05,1.8
E1,2/10/2019,Barnsley,Derby,2,2,Draw,Derby,0,-1,2.5,3.5,2.75,0.25,Barnsley,0,1.72,2.07
E1,2/10/2019,Brentford,Bristol City,1,1,Draw,Bristol City,0,-1,1.8,3.8,4.0,-0.75,Bristol City,0,1.85,2.05
E1,2/10/2019,Cardiff,QPR,3,0,Cardiff,Cardiff,1,1.1,2.1,3.5,3.4,-0.5,Cardiff,1.02,2.02,1.88
E1,2/10/2019,Charlton,Swansea,1,2,Swansea,Swansea,1,1.25,3.2,3.4,2.25,0.25,Swansea,0.42500000000000004,2.05,1.85
E1,2/10/2019,Luton,Millwall,1,1,Draw,Luton,0,-1,2.5,3.4,2.8,0.0,Draw,0,1.86,2.04
SP2,2/10/2019,Cadiz,Huesca,1,0,Cadiz,Draw,0,-1,2.1,3.1,3.8,-0.25,Cadiz,-0.5,1.93,1.93
SP2,2/10/2019,Mirandes,Lugo,1,1,Draw,Lugo,0,-1,2.45,2.9,3.25,-0.5,Lugo,0,1.95,1.9
SP2,2/10/2019,Ponferradina,Las Palmas,0,2,Las Palmas,Ponferradina,0,-1,2.2,3.1,3.5,-0.25,Las Palmas,-1,2.02,1.83
SP2,2/10/2019,Tenerife,Oviedo,0,1,Oviedo,Tenerife,0,-1,1.9,3.1,4.5,-0.25,Oviedo,-1,1.85,2.0
SP2,3/10/2019,Sp Gijon,Almeria,4,2,Sp Gijon,Almeria,0,-1,2.2,3.2,3.4,-0.25,Sp Gijon,-1,1.85,2.0
SP2,3/10/2019,Zaragoza,Malaga,2,2,Draw,Zaragoza,0,-1,2.3,3.2,3.1,-0.5,Malaga,0,1.88,1.98
SP2,3/10/2019,Girona,La Coruna,3,1,Girona,Girona,1,1.1,2.1,3.3,3.5,-0.5,Girona,0.8799999999999999,1.88,1.98
E1,4/10/2019,Birmingham,Middlesbrough,2,1,Birmingham,Middlesbrough,0,-1,2.5,3.1,3.0,0.0,Birmingham,-1,1.84,2.06
SC1,4/10/2019,Alloa,Dundee United,1,0,Alloa,Dundee United,0,-1,8.0,5.25,1.33,1.5,Alloa,-1,1.8,2.0
D1,4/10/2019,Hertha,Fortuna Dusseldorf,3,1,Hertha,Hertha,1,0.6499999999999999,1.65,4.0,4.75,-0.75,Hertha,0.8300000000000001,1.83,2.1
D2,4/10/2019,Darmstadt,Karlsruhe,1,1,Draw,Karlsruhe,0,-1,2.4,3.4,2.8,-0.25,Karlsruhe,0,1.93,1.93
D2,4/10/2019,Stuttgart,Wehen,1,2,Wehen,Stuttgart,0,-1,1.33,5.5,7.5,-1.5,Wehen,-1,2.05,1.75
SP1,4/10/2019,Betis,Eibar,1,1,Draw,Eibar,0,-1,2.0,3.6,3.7,-0.5,Eibar,0,1.99,1.94
SP2,4/10/2019,Alcorcon,Albacete,0,1,Albacete,Alcorcon,0,-1,1.95,3.2,4.2,-0.5,Albacete,-1,2.0,1.85
I2,4/10/2019,Perugia,Pisa,1,0,Perugia,Pisa,0,-1,1.95,3.3,4.0,-0.5,Perugia,-1,1.8,2.05
F1,4/10/2019,Amiens,Marseille,3,1,Amiens,Marseille,0,-1,3.2,3.25,2.3,0.25,Amiens,-1,1.9,2.03
F2,4/10/2019,Caen,Chateauroux,1,1,Draw,Draw,1,2.0,2.05,3.0,4.2,-0.25,Chateauroux,0,1.77,2.1
F2,4/10/2019,Guingamp,Rodez,4,1,Guingamp,Guingamp,1,1.0,2.0,3.1,4.2,-0.5,Guingamp,0.98,1.98,1.88
F2,4/10/2019,Le Mans,Chambly,1,0,Le Mans,Chambly,0,-1,2.7,2.87,2.9,0.0,Le Mans,-1,1.77,2.1
F2,4/10/2019,Lorient,Ajaccio,0,0,Draw,Lorient,0,-1,1.72,3.4,5.25,-0.75,Ajaccio,0,1.88,1.98
F2,4/10/2019,Nancy,Niort,2,1,Nancy,Nancy,1,0.8500000000000001,1.85,3.1,5.0,-0.75,Nancy,0.44999999999999996,1.9,1.95
F2,4/10/2019,Paris FC,Troyes,1,0,Paris FC,Troyes,0,-1,3.25,3.0,2.37,0.25,Paris FC,-1,1.83,2.02
F2,4/10/2019,Sochaux,Clermont,4,0,Sochaux,Sochaux,1,1.9,2.9,2.87,2.8,0.0,Sochaux,0.98,1.98,1.88
F2,4/10/2019,Valenciennes,Grenoble,0,2,Grenoble,Draw,0,-1,2.45,3.1,3.0,0.0,Grenoble,-1,1.95,1.9
B1,4/10/2019,Charleroi,Anderlecht,1,2,Anderlecht,Charleroi,0,-1,2.37,3.3,2.87,-0.25,Anderlecht,-1,2.07,1.72
N1,4/10/2019,Groningen,Waalwijk,3,0,Groningen,Groningen,1,0.3600000000000001,1.36,5.0,7.5,-1.25,Groningen,0.9199999999999999,1.92,1.98
T1,4/10/2019,Fenerbahce,Antalyaspor,0,1,Antalyaspor,Fenerbahce,0,-1,1.36,5.25,7.0,-1.25,Antalyaspor,-1,1.93,1.93
T1,4/10/2019,Yeni Malatyaspor,Denizlispor,5,1,Yeni Malatyaspor,Draw,0,-1,2.05,3.6,3.3,-0.5,Yeni Malatyaspor,-1,1.88,1.98
E0,5/10/2019,Brighton,Tottenham,3,0,Brighton,Tottenham,0,-1,3.9,3.6,1.9,0.75,Brighton,-1,1.98,1.95
E0,5/10/2019,Burnley,Everton,1,0,Burnley,Burnley,1,1.87,2.87,3.3,2.5,0.25,Burnley,0.8600000000000001,1.86,2.07
E0,5/10/2019,Liverpool,Leicester,2,1,Liverpool,Liverpool,1,0.43999999999999995,1.44,4.75,7.0,-1.0,Draw,0,2.03,1.9
E0,5/10/2019,Norwich,Aston Villa,1,5,Aston Villa,Aston Villa,1,1.7999999999999998,2.37,3.6,2.8,-0.25,Aston Villa,0.81,2.13,1.81
E0,5/10/2019,Watford,Sheffield United,0,0,Draw,Sheffield United,0,-1,2.05,3.4,3.6,-0.25,Sheffield United,0,2.05,1.88
E0,5/10/2019,West Ham,Crystal Palace,1,2,Crystal Palace,West Ham,0,-1,1.95,3.6,3.8,-0.5,Crystal Palace,-1,2.02,1.91
E1,5/10/2019,Fulham,Charlton,2,2,Draw,Fulham,0,-1,1.36,4.75,8.5,-1.25,Charlton,0,1.99,1.91
E1,5/10/2019,Bristol City,Reading,1,0,Bristol City,Bristol City,1,1.0,2.0,3.5,3.75,-0.25,Bristol City,0.43000000000000005,1.86,2.04
E1,5/10/2019,Derby,Luton,2,0,Derby,Derby,1,1.0499999999999998,2.05,3.5,3.6,-0.5,Derby,0.99,1.99,1.91
E1,5/10/2019,Huddersfield,Hull,3,0,Huddersfield,Hull,0,-1,2.55,3.3,2.87,0.0,Huddersfield,-1,2.03,1.87
E1,5/10/2019,Millwall,Leeds,2,1,Millwall,Leeds,0,-1,5.25,3.8,1.66,0.5,Millwall,-1,2.05,1.85
E1,5/10/2019,Nott'm Forest,Brentford,1,0,Nott'm Forest,Nott'm Forest,1,1.87,2.87,3.3,2.5,0.25,Nott'm Forest,0.94,1.94,1.96
E1,5/10/2019,Preston,Barnsley,5,1,Preston,Preston,1,0.6100000000000001,1.61,3.8,6.0,-1.0,Preston,1.0,2.0,1.8
E1,5/10/2019,QPR,Blackburn,4,2,QPR,Blackburn,0,-1,2.25,3.5,3.1,-0.25,QPR,-1,1.98,1.92
E1,5/10/2019,Sheffield Weds,Wigan,1,0,Sheffield Weds,Sheffield Weds,1,0.6599999999999999,1.66,3.8,5.5,-0.75,Sheffield Weds,0.5349999999999999,2.07,1.83
E1,5/10/2019,Swansea,Stoke,1,2,Stoke,Swansea,0,-1,1.95,3.4,4.0,-0.5,Stoke,-1,2.08,1.82
E1,5/10/2019,West Brom,Cardiff,4,2,West Brom,Cardiff,0,-1,1.8,3.8,4.33,-0.75,West Brom,-1,1.95,1.95
E2,5/10/2019,Accrington,Oxford,2,2,Draw,Oxford,0,-1,3.4,3.5,2.25,0.25,Accrington,0,1.95,1.9
E2,5/10/2019,AFC Wimbledon,Rochdale,3,2,AFC Wimbledon,AFC Wimbledon,1,1.5,2.5,3.3,3.1,-0.25,AFC Wimbledon,0.385,1.77,2.1
E2,5/10/2019,Doncaster,Portsmouth,1,2,Portsmouth,Doncaster,0,-1,2.6,3.75,2.7,0.25,Portsmouth,-0.5,1.72,2.07
E2,5/10/2019,Fleetwood Town,Ipswich,0,1,Ipswich,Ipswich,1,2.2,2.37,3.4,3.2,-0.25,Ipswich,0.8500000000000001,2.0,1.85
E2,5/10/2019,Gillingham,Southend,3,1,Gillingham,Gillingham,1,0.72,1.72,4.2,4.75,-0.75,Gillingham,1.0,2.0,1.85
E2,5/10/2019,Lincoln,Sunderland,2,0,Lincoln,Sunderland,0,-1,3.25,3.4,2.37,0.25,Lincoln,-1,1.88,1.98
E2,5/10/2019,Milton Keynes Dons,Burton,0,3,Burton,Burton,1,1.5,3.0,3.4,2.5,0.25,Burton,1.0,1.85,2.0
E2,5/10/2019,Rotherham,Coventry,4,0,Rotherham,Coventry,0,-1,2.37,3.5,3.1,-0.25,Rotherham,-1,2.05,1.8
E2,5/10/2019,Tranmere,Shrewsbury,0,1,Shrewsbury,Tranmere,0,-1,2.7,3.4,2.75,0.0,Shrewsbury,-1,1.95,1.9
E2,5/10/2019,Wycombe,Peterboro,3,3,Draw,Wycombe,0,-1,2.8,3.75,2.5,0.25,Wycombe,0,1.8,2.05
E3,5/10/2019,Bradford,Swindon,2,1,Bradford,Swindon,0,-1,2.55,3.5,2.9,-0.25,Bradford,-0.5,2.05,1.8
E3,5/10/2019,Cambridge,Macclesfield,2,2,Draw,Cambridge,0,-1,2.0,3.5,4.2,-0.5,Macclesfield,0,1.9,1.95
E3,5/10/2019,Colchester,Stevenage,3,1,Colchester,Colchester,1,0.8999999999999999,1.9,3.75,4.33,-0.5,Colchester,0.8999999999999999,1.9,1.95
E3,5/10/2019,Crewe,Exeter,1,1,Draw,Crewe,0,-1,2.3,3.5,3.25,-0.25,Exeter,0,2.1,1.7
E3,5/10/2019,Forest Green,Crawley Town,3,1,Forest Green,Forest Green,1,1.5,2.5,3.6,2.9,-0.25,Forest Green,1.0699999999999998,2.07,1.72
E3,5/10/2019,Grimsby,Mansfield,0,1,Mansfield,Grimsby,0,-1,2.75,3.4,2.75,0.0,Mansfield,-1,1.88,1.98
E3,5/10/2019,Newport County,Carlisle,1,0,Newport County,Newport County,1,0.8,1.8,4.0,4.5,-0.75,Newport County,0.49,1.98,1.88
E3,5/10/2019,Northampton,Leyton Orient,0,1,Leyton Orient,Northampton,0,-1,2.05,3.5,3.9,-0.25,Leyton Orient,-1,1.77,2.02
E3,5/10/2019,Oldham,Cheltenham,1,1,Draw,Cheltenham,0,-1,2.6,3.4,2.9,-0.25,Cheltenham,0,2.05,1.75
E3,5/10/2019,Plymouth,Scunthorpe,2,2,Draw,Plymouth,0,-1,1.85,3.6,4.75,-0.5,Scunthorpe,0,1.9,1.95
E3,5/10/2019,Port Vale,Morecambe,3,1,Port Vale,Port Vale,1,0.6599999999999999,1.66,4.0,5.75,-0.75,Port Vale,0.9299999999999999,1.93,1.93
E3,5/10/2019,Walsall,Salford,0,3,Salford,Walsall,0,-1,2.2,3.5,3.5,-0.25,Salford,-1,1.95,1.9
EC,5/10/2019,Boreham Wood,Solihull,1,0,Boreham Wood,Boreham Wood,1,1.9,2.9,3.3,2.25,0.0,Boreham Wood,0.95,1.95,1.85
EC,5/10/2019,Bromley,Barrow,1,2,Barrow,Barrow,1,2.3,2.0,3.4,3.3,-0.25,Barrow,0.7,2.1,1.7
EC,5/10/2019,Chesterfield,Eastleigh,1,2,Eastleigh,Eastleigh,1,2.4,2.0,3.3,3.4,-0.25,Eastleigh,0.8,2.0,1.8
EC,5/10/2019,Chorley,Aldershot,0,0,Draw,Chorley,0,-1,2.2,3.1,3.2,0.0,Draw,0,1.75,2.05
EC,5/10/2019,Dag and Red,Barnet,1,1,Draw,Draw,1,2.25,2.25,3.25,2.87,-0.25,Barnet,0,2.1,1.7
EC,5/10/2019,Dover Athletic,Notts County,2,2,Draw,Notts County,0,-1,2.15,3.5,2.87,-0.25,Notts County,0,1.98,1.83
EC,5/10/2019,Hartlepool,Yeovil,2,1,Hartlepool,Yeovil,0,-1,2.55,3.3,2.6,0.0,Hartlepool,-1,1.93,1.88
EC,5/10/2019,Maidenhead,Halifax,0,1,Halifax,Halifax,1,1.5,2.6,3.2,2.5,0.0,Halifax,0.73,2.08,1.73
EC,5/10/2019,Sutton,Stockport,0,0,Draw,Sutton,0,-1,2.25,3.2,3.0,-0.25,Stockport,0,1.93,1.88
EC,5/10/2019,Torquay,Fylde,2,1,Torquay,Torquay,1,1.15,2.15,3.5,3.2,-0.25,Torquay,0.44999999999999996,1.9,1.9
EC,5/10/2019,Woking,Wrexham,1,1,Draw,Woking,0,-1,2.3,3.2,3.0,-0.25,Wrexham,0,2.08,1.73
EC,5/10/2019,Harrogate,Ebbsfleet,2,0,Harrogate,Harrogate,1,0.8500000000000001,1.85,3.6,3.6,-0.5,Harrogate,0.77,1.77,2.02
SC0,5/10/2019,Aberdeen,Hibernian,1,1,Draw,Aberdeen,0,-1,2.0,3.3,3.75,-0.5,Hibernian,0,2.02,1.83
SC0,5/10/2019,Hearts,Kilmarnock,0,1,Kilmarnock,Kilmarnock,1,1.9,2.37,3.3,2.9,-0.25,Kilmarnock,0.8300000000000001,2.02,1.83
SC0,5/10/2019,Motherwell,St Mirren,2,0,Motherwell,Motherwell,1,0.8,1.8,3.5,4.5,-0.5,Motherwell,1.0,2.0,1.85
SC0,5/10/2019,Ross County,St Johnstone,2,2,Draw,Ross County,0,-1,2.37,3.3,2.9,-0.25,St Johnstone,0,1.93,1.93
SC1,5/10/2019,Ayr,Inverness C,0,2,Inverness C,Ayr,0,-1,2.15,3.4,3.3,-0.25,Inverness C,-1,1.95,1.9
SC1,5/10/2019,Dundee,Arbroath,2,0,Dundee,Dundee,1,0.8,1.8,3.6,4.33,-0.75,Dundee,0.8300000000000001,1.83,2.02
SC1,5/10/2019,Morton,Dunfermline,1,1,Draw,Dunfermline,0,-1,2.9,3.4,2.3,0.25,Morton,0,1.77,2.02
SC1,5/10/2019,Partick,Queen of Sth,0,1,Queen of Sth,Partick,0,-1,1.83,3.5,4.2,-0.5,Queen of Sth,-1,1.8,2.05
SC2,5/10/2019,Clyde,Montrose,0,2,Montrose,Clyde,0,-1,1.83,3.6,4.2,-0.5,Montrose,-1,1.83,2.02
SC2,5/10/2019,Dumbarton,Forfar,3,1,Dumbarton,Forfar,0,-1,2.55,3.5,2.55,-0.25,Dumbarton,-1,2.0,1.85
SC2,5/10/2019,East Fife,Stranraer,1,1,Draw,East Fife,0,-1,1.57,4.0,5.5,-1.25,Stranraer,0,1.9,1.9
SC2,5/10/2019,Peterhead,Airdrie Utd,1,2,Airdrie Utd,Airdrie Utd,1,1.6,2.6,3.4,2.6,0.0,Airdrie Utd,0.77,2.1,1.77
SC2,5/10/2019,Raith Rvs,Falkirk,2,2,Draw,Falkirk,0,-1,2.8,3.5,2.37,0.25,Raith Rvs,0,1.95,1.9
SC3,5/10/2019,Albion Rvs,Elgin,1,3,Elgin,Albion Rvs,0,-1,2.62,3.6,2.45,0.0,Elgin,-1,2.05,1.8
SC3,5/10/2019,Brechin,Stirling,1,1,Draw,Draw,1,2.6,2.8,3.6,2.3,0.25,Brechin,0,1.98,1.88
SC3,5/10/2019,Cowdenbeath,Edinburgh City,1,0,Cowdenbeath,Cowdenbeath,1,2.1,3.1,3.5,2.2,0.25,Cowdenbeath,0.95,1.95,1.9
SC3,5/10/2019,Queens Park,Annan Athletic,1,2,Annan Athletic,Queens Park,0,-1,2.3,3.5,2.87,-0.25,Annan Athletic,-1,1.83,2.02
SC3,5/10/2019,Stenhousemuir,Cove Rangers,3,2,Stenhousemuir,Cove Rangers,0,-1,7.5,5.0,1.36,1.5,Stenhousemuir,-1,1.85,2.0
D1,5/10/2019,Bayern Munich,Hoffenheim,1,2,Hoffenheim,Bayern Munich,0,-1,1.11,9.0,26.0,-2.75,Hoffenheim,-1,1.94,1.99
D1,5/10/2019,Freiburg,Dortmund,2,2,Draw,Freiburg,0,-1,5.75,4.2,1.57,1.0,Freiburg,0,1.77,2.02
D1,5/10/2019,Leverkusen,RB Leipzig,1,1,Draw,RB Leipzig,0,-1,2.25,3.5,3.1,-0.25,RB Leipzig,0,2.05,1.75
