Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,690.265,3870
N1,28/9/2019,Ajax,Groningen,2,0,Ajax,Ajax,1,0.12,1.12,9,15,-2.5,Groningen,-1,1.96,1.94,0.751435921,,
N1,28/9/2019,For Sittard,Sparta Rotterdam,0,0,Draw,Sparta Rotterdam,0,-1,3.6,4,1.85,0.75,For Sittard,0,1.88,2.02,0.678271545,,
P1,28/9/2019,Maritimo,Moreirense,2,1,Maritimo,Moreirense,0,-1,2.4,3.2,3,-0.25,Maritimo,-0.5,2.14,1.77,0.452947212,,
P1,28/9/2019,Benfica,Setubal,1,0,Benfica,Benfica,1,0.12,1.12,8,21,-2,Setubal,-1,1.97,1.93,0.48665836,,
P1,28/9/2019,Famalicao,Belenenses,3,1,Famalicao,Famalicao,1,0.8,1.8,3.5,4.5,-0.75,Famalicao,0.86,1.86,2.04,0.60123899,,
T1,28/9/2019,Denizlispor,Kasimpasa,0,1,Kasimpasa,Draw,0,-1,1.95,3.5,3.8,-0.5,Kasimpasa,-1,1.8,2,0.273845543,,
T1,28/9/2019,Alanyaspor,Sivasspor,1,1,Draw,Alanyaspor,0,-1,1.75,3.6,4.75,-0.75,Sivasspor,0,2,1.85,0.433934692,,
T1,28/9/2019,Galatasaray,Fenerbahce,0,0,Draw,Fenerbahce,0,-1,2.05,3.3,3.6,-0.5,Fenerbahce,0,2.02,1.83,0.403347255,,
G1,28/9/2019,Aris,Larisa,2,3,Larisa,Aris,0,-1,1.61,3.6,6,-0.75,Larisa,-1,1.8,2.05,0.362246452,,
G1,28/9/2019,Atromitos,Panetolikos,2,0,Atromitos,Atromitos,1,0.85,1.85,3.5,4.2,-0.75,Atromitos,0.8,1.8,2.05,0.437789155,,
G1,28/9/2019,Olympiakos,Lamia,2,0,Olympiakos,Olympiakos,1,0.16,1.16,7,15,-2.25,Lamia,-0.5,1.93,1.93,0.556833403,,
E0,29/9/2019,Leicester,Newcastle,5,0,Leicester,Leicester,1,0.5,1.5,4,7.5,-1,Leicester,0.93,1.93,2,0.492135657,,
E1,29/9/2019,Barnsley,Brentford,1,3,Brentford,Draw,0,-1,3.8,3.5,2,0.5,Brentford,-1,2,1.9,0.370801262,,
D1,29/9/2019,Fortuna Dusseldorf,Freiburg,1,2,Freiburg,Freiburg,1,1.87,2.37,3.4,2.87,-0.25,Freiburg,0.67,2.15,1.67,0.55734717,,
D1,29/9/2019,FC Koln,Hertha,0,4,Hertha,FC Koln,0,-1,2.15,3.6,3.3,-0.25,Hertha,-1,1.88,2.05,0.373535226,,
D2,29/9/2019,Erzgebirge Aue,Dresden,4,1,Erzgebirge Aue,Dresden,0,-1,2.37,3.6,2.7,-0.25,Erzgebirge Aue,-1,2,1.85,0.423918975,,
D2,29/9/2019,Greuther Furth,Holstein Kiel,0,3,Holstein Kiel,Greuther Furth,0,-1,2.2,3.75,2.87,-0.25,Holstein Kiel,-1,1.9,1.95,0.512571061,,
D2,29/9/2019,St Pauli,Sandhausen,2,0,St Pauli,St Pauli,1,1.4,2.4,3.5,2.8,-0.25,St Pauli,1,2,1.85,0.430904413,,
SP1,29/9/2019,Espanol,Valladolid,0,2,Valladolid,Valladolid,1,3.2,1.95,3.3,4.2,-0.25,Valladolid,1.13,1.81,2.13,0.410014271,,
SP1,29/9/2019,Eibar,Celta,2,0,Eibar,Eibar,1,1.25,2.25,3.3,3.25,-0.25,Eibar,0.99,1.99,1.94,0.388261766,,
SP1,29/9/2019,Alaves,Mallorca,2,0,Alaves,Mallorca,0,-1,2.2,3.2,3.5,-0.25,Alaves,-1,2.05,1.88,0.34899127,,
SP1,29/9/2019,Levante,Osasuna,1,1,Draw,Draw,1,2.5,2.15,3.5,3.4,-0.25,Osasuna,0,2.03,1.9,0.282916489,,
SP1,29/9/2019,Sevilla,Sociedad,3,2,Sevilla,Sociedad,0,-1,1.85,3.5,4.5,-0.5,Sevilla,-1,2.04,1.89,0.489852124,,
SP2,29/9/2019,Malaga,Sp Gijon,0,0,Draw,Draw,1,1.87,2.3,2.87,3.5,-0.25,Sp Gijon,0,1.93,1.93,0.334075752,,
SP2,29/9/2019,Almeria,Cadiz,1,2,Cadiz,Almeria,0,-1,2.25,3,3.5,-0.25,Cadiz,-1,1.98,1.88,0.526589702,,
SP2,29/9/2019,Oviedo,Zaragoza,2,2,Draw,Zaragoza,0,-1,2.8,3,2.7,-0.25,Zaragoza,0,2,1.85,0.700819962,,
SP2,29/9/2019,La Coruna,Mirandes,1,1,Draw,La Coruna,0,-1,1.57,3.6,6.5,-1,Mirandes,0,2.05,1.75,0.444912743,,
SP2,29/9/2019,Lugo,Tenerife,1,4,Tenerife,Lugo,0,-1,2.62,3,2.87,0,Tenerife,-1,1.9,1.95,0.494206373,,
I1,29/9/2019,Napoli,Brescia,2,1,Napoli,Napoli,1,0.25,1.25,6,12,-2,Brescia,-1,2.03,1.9,0.453802163,,
I1,29/9/2019,Lazio,Genoa,4,0,Lazio,Lazio,1,0.44,1.44,4.75,7,-1.25,Lazio,0.7,1.7,2.1,0.472015421,,
I1,29/9/2019,Lecce,Roma,0,1,Roma,Roma,1,0.75,4.2,4,1.75,1,Draw,0,1.85,2.08,0.462972927,,
I1,29/9/2019,Udinese,Bologna,1,0,Udinese,Draw,0,-1,2.87,3.2,2.55,0.25,Udinese,-1,1.79,2.15,0.375119675,,
I1,29/9/2019,Cagliari,Verona,1,1,Draw,Cagliari,0,-1,2.05,3.3,3.75,-0.25,Verona,0,1.91,2.02,0.499060925,,
I1,29/9/2019,Milan,Fiorentina,1,3,Fiorentina,Fiorentina,1,2.3,2.25,3.2,3.3,-0.25,Fiorentina,0.81,2.13,1.81,0.407558698,,
I2,29/9/2019,Benevento,Virtus Entella,1,1,Draw,Benevento,0,-1,1.6,3.6,6,-1,Virtus Entella,0,2.05,1.8,0.440138138,,
I2,29/9/2019,Chievo,Pordenone,1,1,Draw,Chievo,0,-1,2.05,3.2,3.75,-0.5,Pordenone,0,1.98,1.88,0.374149433,,
I2,29/9/2019,Spezia,Trapani,2,4,Trapani,Spezia,0,-1,1.8,3.4,4.75,-0.75,Trapani,-1,2.02,1.77,0.451449327,,
I2,29/9/2019,Livorno,Salernitana,2,3,Salernitana,Salernitana,1,2.3,2.3,3.1,3.3,-0.25,Salernitana,1.05,1.8,2.05,0.4401884,,
F1,29/9/2019,Strasbourg,Montpellier,1,0,Strasbourg,Montpellier,0,-1,2.3,3.2,3.25,-0.25,Strasbourg,-0.5,1.98,1.95,0.468018126,,
F1,29/9/2019,Nimes,St Etienne,0,1,St Etienne,Nimes,0,-1,2.37,3.2,3.2,-0.25,St Etienne,-1,2.2,1.75,0.507919114,,
F1,29/9/2019,Marseille,Rennes,1,1,Draw,Draw,1,2.6,1.9,3.6,4,-0.5,Rennes,0,2,1.93,0.344344755,,
B1,29/9/2019,Anderlecht,Waasland-Beveren,0,0,Draw,Anderlecht,0,-1,1.36,4.75,6.5,-1.5,Waasland-Beveren,0,2.05,1.75,0.5721311,,
B1,29/9/2019,Standard,Charleroi,1,1,Draw,Standard,0,-1,1.57,4,4.75,-1,Charleroi,0,2.05,1.75,0.641699262,,
B1,29/9/2019,Oostende,Antwerp,1,1,Draw,Antwerp,0,-1,3.8,3.8,1.75,1,Oostende,0,1.85,2,0.612458637,,
N1,29/9/2019,Waalwijk,Vitesse,1,2,Vitesse,Vitesse,1,0.53,6,4.2,1.53,1,Draw,0,2.03,1.87,0.814464878,,
N1,29/9/2019,Utrecht,Willem II,2,0,Utrecht,Utrecht,1,0.5,1.5,4.33,6,-1,Utrecht,1.08,2.08,1.82,0.418546361,,
N1,29/9/2019,Zwolle,PSV Eindhoven,0,4,PSV Eindhoven,PSV Eindhoven,1,0.4,6.5,5,1.4,1.5,PSV Eindhoven,0.95,1.95,1.95,0.796328544,,
N1,29/9/2019,AZ Alkmaar,Heracles,2,0,AZ Alkmaar,AZ Alkmaar,1,0.55,1.55,4.2,5.5,-1,AZ Alkmaar,0.88,1.88,2.02,0.645252367,,
N1,29/9/2019,Feyenoord,Twente,5,1,Feyenoord,Twente,0,-1,1.4,4.75,7,-1.5,Feyenoord,-1,1.99,1.91,0.464209994,,
P1,29/9/2019,Guimaraes,Pacos Ferreira,1,0,Guimaraes,Guimaraes,1,0.53,1.53,4.2,6,-0.75,Guimaraes,0.51,2.02,1.88,0.614463479,,
P1,29/9/2019,Santa Clara,Gil Vicente,1,0,Santa Clara,Draw,0,-1,2.1,3.25,3.6,-0.5,Santa Clara,-1,2.07,1.83,0.20923187,,
P1,29/9/2019,Portimonense,Sp Braga,0,1,Sp Braga,Portimonense,0,-1,3.4,3.3,2.15,0.5,Sp Braga,-1,1.91,1.99,0.442469227,,
P1,29/9/2019,Rio Ave,Porto,0,1,Porto,Porto,1,0.5,6.5,4,1.5,1,Draw,0,1.99,1.91,0.632994943,,
T1,29/9/2019,Konyaspor,Kayserispor,2,1,Konyaspor,Konyaspor,1,0.95,1.95,3.25,4,-0.5,Konyaspor,0.85,1.85,2,0.388745362,,
T1,29/9/2019,Ankaragucu,Genclerbirligi,2,1,Ankaragucu,Genclerbirligi,0,-1,3.6,3.25,2.1,0.75,Ankaragucu,-1,1.98,1.88,0.397017714,,
T1,29/9/2019,Antalyaspor,Yeni Malatyaspor,3,0,Antalyaspor,Yeni Malatyaspor,0,-1,2.37,3.2,3,-0.25,Antalyaspor,-1,1.75,2.05,0.658025153,,
T1,29/9/2019,Trabzonspor,Besiktas,4,1,Trabzonspor,Trabzonspor,1,1.2,2.2,3.8,2.9,-0.25,Trabzonspor,0.8,1.8,2.05,0.391460547,,
G1,29/9/2019,OFI Crete,Asteras Tripolis,3,1,OFI Crete,OFI Crete,1,1.15,2.15,3.3,3.4,-0.5,OFI Crete,0.77,1.77,2.1,0.436301118,,
G1,29/9/2019,Xanthi,Volos NFC,3,1,Xanthi,Volos NFC,0,-1,1.85,3.5,4.2,-0.25,Xanthi,-1,1.83,2.02,0.428464578,,
G1,29/9/2019,Panionios,Panathinaikos,0,1,Panathinaikos,Panionios,0,-1,3,3.1,2.45,0.25,Panathinaikos,-0.5,1.85,2,0.448144802,,
G1,29/9/2019,AEK,PAOK,2,2,Draw,AEK,0,-1,2.3,3.4,3,-0.25,PAOK,0,1.85,2,0.398948364,,
E0,30/9/2019,Man United,Arsenal,1,1,Draw,Man United,0,-1,2.37,3.5,2.9,-0.25,Arsenal,0,1.96,1.97,0.380608828,,
D2,30/9/2019,Hannover,Nurnberg,0,4,Nurnberg,Nurnberg,1,2.1,2.2,3.5,3.1,-0.25,Nurnberg,0.95,1.9,1.95,0.398670356,,
I1,30/9/2019,Parma,Torino,3,2,Parma,Parma,1,2.1,3.1,3.4,2.3,0.25,Parma,0.82,1.82,2.11,0.370826328,,
I2,30/9/2019,Cremonese,Ascoli,1,0,Cremonese,Ascoli,0,-1,2.25,3.25,3.2,-0.5,Cremonese,-1,2.02,1.83,0.650194195,,
F2,30/9/2019,Guingamp,Le Mans,3,0,Guingamp,Guingamp,1,0.72,1.72,3.5,5.25,-0.5,Guingamp,0.77,1.77,2.02,0.472370043,,
P1,30/9/2019,Aves,Sp Lisbon,0,1,Sp Lisbon,Sp Lisbon,1,0.55,6,3.75,1.55,1,Draw,0,1.94,1.96,0.619035286,,
T1,30/9/2019,Gaziantep,Goztep,1,1,Draw,Gaziantep,0,-1,2.3,3.2,3.2,-0.25,Goztep,0,2.05,1.75,0.395572466,,
E1,1/10/2019,Blackburn,Nott'm Forest,1,1,Draw,Nott'm Forest,0,-1,2.05,3.5,3.6,-0.5,Nott'm Forest,0,2.01,1.89,0.518071552,,
E1,1/10/2019,Hull,Sheffield Weds,1,0,Hull,Sheffield Weds,0,-1,2.7,3.5,2.5,0,Hull,-1,1.95,1.95,0.495085789,,
E1,1/10/2019,Leeds,West Brom,1,0,Leeds,West Brom,0,-1,1.75,3.8,4.33,-0.75,Leeds,-0.5,2.05,1.75,0.384078037,,
E1,1/10/2019,Middlesbrough,Preston,1,1,Draw,Preston,0,-1,2.62,3.2,2.75,0,Draw,0,1.9,2,0.679824549,,
E1,1/10/2019,Wigan,Birmingham,1,0,Wigan,Birmingham,0,-1,2.5,3.2,3,-0.25,Wigan,-0.5,2.13,1.78,0.455802254,,
E1,1/10/2019,Reading,Fulham,1,4,Fulham,Fulham,1,1,3.6,3.6,2,0.25,Fulham,0.79,2.11,1.79,0.523366697,,
E1,1/10/2019,Stoke,Huddersfield,0,1,Huddersfield,Stoke,0,-1,1.8,3.7,4.5,-0.75,Huddersfield,-1,2.04,1.86,0.447467706,,
EC,1/10/2019,Fylde,Barnet,0,4,Barnet,Fylde,0,-1,2,3.5,3.6,-0.25,Barnet,-1,1.77,2.02,0.38992512,,
EC,1/10/2019,Solihull,Wrexham,3,1,Solihull,Draw,0,-1,1.9,3.6,3.8,-0.5,Solihull,-1,2,1.8,0.343731151,,
SP2,1/10/2019,Albacete,Santander,0,0,Draw,Santander,0,-1,2.15,3,3.75,-0.25,Santander,0,2.1,1.77,0.425381358,,
SP2,1/10/2019,Extremadura UD,Elche,2,0,Extremadura UD,Elche,0,-1,2.45,3,3.1,-0.25,Extremadura UD,-1,2.05,1.8,0.388722763,,
SP2,1/10/2019,Numancia,Fuenlabrada,1,0,Numancia,Fuenlabrada,0,-1,2.2,3.1,3.5,-0.25,Numancia,-0.5,1.75,2.05,0.344463526,,
SP2,1/10/2019,Vallecano,Alcorcon,1,1,Draw,Vallecano,0,-1,1.57,3.75,6,-1,Alcorcon,0,2.05,1.8,0.501633005,,
E1,2/10/2019,Barnsley,Derby,2,2,Draw,Derby,0,-1,2.5,3.5,2.75,0.25,Barnsley,0,1.72,2.07,0.621266846,,
E1,2/10/2019,Brentford,Bristol City,1,1,Draw,Bristol City,0,-1,1.8,3.8,4,-0.75,Bristol City,0,1.85,2.05,0.441067589,,
E1,2/10/2019,Cardiff,QPR,3,0,Cardiff,Cardiff,1,1.1,2.1,3.5,3.4,-0.5,Cardiff,1.02,2.02,1.88,0.421535741,,
E1,2/10/2019,Charlton,Swansea,1,2,Swansea,Swansea,1,1.25,3.2,3.4,2.25,0.25,Swansea,0.425,2.05,1.85,0.404153638,,
E1,2/10/2019,Luton,Millwall,1,1,Draw,Luton,0,-1,2.5,3.4,2.8,0,Draw,0,1.86,2.04,0.437765047,,
SP2,2/10/2019,Cadiz,Huesca,1,0,Cadiz,Draw,0,-1,2.1,3.1,3.8,-0.25,Cadiz,-0.5,1.93,1.93,0.295065322,,
SP2,2/10/2019,Mirandes,Lugo,1,1,Draw,Lugo,0,-1,2.45,2.9,3.25,-0.5,Lugo,0,1.95,1.9,0.511503264,,
SP2,2/10/2019,Ponferradina,Las Palmas,0,2,Las Palmas,Ponferradina,0,-1,2.2,3.1,3.5,-0.25,Las Palmas,-1,2.02,1.83,0.463738782,,
SP2,2/10/2019,Tenerife,Oviedo,0,1,Oviedo,Tenerife,0,-1,1.9,3.1,4.5,-0.25,Oviedo,-1,1.85,2,0.511677064,,
SP2,3/10/2019,Sp Gijon,Almeria,4,2,Sp Gijon,Almeria,0,-1,2.2,3.2,3.4,-0.25,Sp Gijon,-1,1.85,2,0.531872995,,
SP2,3/10/2019,Zaragoza,Malaga,2,2,Draw,Zaragoza,0,-1,2.3,3.2,3.1,-0.5,Malaga,0,1.88,1.98,0.515595737,,
SP2,3/10/2019,Girona,La Coruna,3,1,Girona,Girona,1,1.1,2.1,3.3,3.5,-0.5,Girona,0.88,1.88,1.98,0.380487255,,
E1,4/10/2019,Birmingham,Middlesbrough,2,1,Birmingham,Middlesbrough,0,-1,2.5,3.1,3,0,Birmingham,-1,1.84,2.06,0.369740925,,
SC1,4/10/2019,Alloa,Dundee United,1,0,Alloa,Dundee United,0,-1,8,5.25,1.33,1.5,Alloa,-1,1.8,2,0.740344872,,
D1,4/10/2019,Hertha,Fortuna Dusseldorf,3,1,Hertha,Hertha,1,0.65,1.65,4,4.75,-0.75,Hertha,0.83,1.83,2.1,0.37931425,,
D2,4/10/2019,Darmstadt,Karlsruhe,1,1,Draw,Karlsruhe,0,-1,2.4,3.4,2.8,-0.25,Karlsruhe,0,1.93,1.93,0.429877038,,
D2,4/10/2019,Stuttgart,Wehen,1,2,Wehen,Stuttgart,0,-1,1.33,5.5,7.5,-1.5,Wehen,-1,2.05,1.75,0.763511404,,
SP1,4/10/2019,Betis,Eibar,1,1,Draw,Eibar,0,-1,2,3.6,3.7,-0.5,Eibar,0,1.99,1.94,0.481511479,,
SP2,4/10/2019,Alcorcon,Albacete,0,1,Albacete,Alcorcon,0,-1,1.95,3.2,4.2,-0.5,Albacete,-1,2,1.85,0.404410818,,
I2,4/10/2019,Perugia,Pisa,1,0,Perugia,Pisa,0,-1,1.95,3.3,4,-0.5,Perugia,-1,1.8,2.05,0.480343633,,
F1,4/10/2019,Amiens,Marseille,3,1,Amiens,Marseille,0,-1,3.2,3.25,2.3,0.25,Amiens,-1,1.9,2.03,0.401932163,,
F2,4/10/2019,Caen,Chateauroux,1,1,Draw,Draw,1,2,2.05,3,4.2,-0.25,Chateauroux,0,1.77,2.1,0.32553402,,
F2,4/10/2019,Guingamp,Rodez,4,1,Guingamp,Guingamp,1,1,2,3.1,4.2,-0.5,Guingamp,0.98,1.98,1.88,0.452591232,,
F2,4/10/2019,Le Mans,Chambly,1,0,Le Mans,Chambly,0,-1,2.7,2.87,2.9,0,Le Mans,-1,1.77,2.1,0.434278659,,
F2,4/10/2019,Lorient,Ajaccio,0,0,Draw,Lorient,0,-1,1.72,3.4,5.25,-0.75,Ajaccio,0,1.88,1.98,0.445859495,,
F2,4/10/2019,Nancy,Niort,2,1,Nancy,Nancy,1,0.85,1.85,3.1,5,-0.75,Nancy,0.45,1.9,1.95,0.384506662,,
F2,4/10/2019,Paris FC,Troyes,1,0,Paris FC,Troyes,0,-1,3.25,3,2.37,0.25,Paris FC,-1,1.83,2.02,0.665353593,,
F2,4/10/2019,Sochaux,Clermont,4,0,Sochaux,Sochaux,1,1.9,2.9,2.87,2.8,0,Sochaux,0.98,1.98,1.88,0.442733552,,
F2,4/10/2019,Valenciennes,Grenoble,0,2,Grenoble,Draw,0,-1,2.45,3.1,3,0,Grenoble,-1,1.95,1.9,0.30929808,,
B1,4/10/2019,Charleroi,Anderlecht,1,2,Anderlecht,Charleroi,0,-1,2.37,3.3,2.87,-0.25,Anderlecht,-1,2.07,1.72,0.438519137,,
N1,4/10/2019,Groningen,Waalwijk,3,0,Groningen,Groningen,1,0.36,1.36,5,7.5,-1.25,Groningen,0.92,1.92,1.98,0.655203253,,
T1,4/10/2019,Fenerbahce,Antalyaspor,0,1,Antalyaspor,Fenerbahce,0,-1,1.36,5.25,7,-1.25,Antalyaspor,-1,1.93,1.93,0.414922099,,
T1,4/10/2019,Yeni Malatyaspor,Denizlispor,5,1,Yeni Malatyaspor,Draw,0,-1,2.05,3.6,3.3,-0.5,Yeni Malatyaspor,-1,1.88,1.98,0.328942527,,
E0,5/10/2019,Brighton,Tottenham,3,0,Brighton,Tottenham,0,-1,3.9,3.6,1.9,0.75,Brighton,-1,1.98,1.95,0.650718284,,
E0,5/10/2019,Burnley,Everton,1,0,Burnley,Burnley,1,1.87,2.87,3.3,2.5,0.25,Burnley,0.86,1.86,2.07,0.569784166,,
E0,5/10/2019,Liverpool,Leicester,2,1,Liverpool,Liverpool,1,0.44,1.44,4.75,7,-1,Draw,0,2.03,1.9,0.442946148,,
E0,5/10/2019,Norwich,Aston Villa,1,5,Aston Villa,Aston Villa,1,1.8,2.37,3.6,2.8,-0.25,Aston Villa,0.81,2.13,1.81,0.550542661,,
E0,5/10/2019,Watford,Sheffield United,0,0,Draw,Sheffield United,0,-1,2.05,3.4,3.6,-0.25,Sheffield United,0,2.05,1.88,0.644457713,,
E0,5/10/2019,West Ham,Crystal Palace,1,2,Crystal Palace,West Ham,0,-1,1.95,3.6,3.8,-0.5,Crystal Palace,-1,2.02,1.91,0.411243082,,
E1,5/10/2019,Fulham,Charlton,2,2,Draw,Fulham,0,-1,1.36,4.75,8.5,-1.25,Charlton,0,1.99,1.91,0.523585327,,
E1,5/10/2019,Bristol City,Reading,1,0,Bristol City,Bristol City,1,1,2,3.5,3.75,-0.25,Bristol City,0.43,1.86,2.04,0.581732755,,
E1,5/10/2019,Derby,Luton,2,0,Derby,Derby,1,1.05,2.05,3.5,3.6,-0.5,Derby,0.99,1.99,1.91,0.452487021,,
E1,5/10/2019,Huddersfield,Hull,3,0,Huddersfield,Hull,0,-1,2.55,3.3,2.87,0,Huddersfield,-1,2.03,1.87,0.634353165,,
E1,5/10/2019,Millwall,Leeds,2,1,Millwall,Leeds,0,-1,5.25,3.8,1.66,0.5,Millwall,-1,2.05,1.85,0.564416106,,
E1,5/10/2019,Nott'm Forest,Brentford,1,0,Nott'm Forest,Nott'm Forest,1,1.87,2.87,3.3,2.5,0.25,Nott'm Forest,0.94,1.94,1.96,0.422597836,,
E1,5/10/2019,Preston,Barnsley,5,1,Preston,Preston,1,0.61,1.61,3.8,6,-1,Preston,1,2,1.8,0.739231265,,
E1,5/10/2019,QPR,Blackburn,4,2,QPR,Blackburn,0,-1,2.25,3.5,3.1,-0.25,QPR,-1,1.98,1.92,0.521867734,,
E1,5/10/2019,Sheffield Weds,Wigan,1,0,Sheffield Weds,Sheffield Weds,1,0.66,1.66,3.8,5.5,-0.75,Sheffield Weds,0.535,2.07,1.83,0.474996984,,
E1,5/10/2019,Swansea,Stoke,1,2,Stoke,Swansea,0,-1,1.95,3.4,4,-0.5,Stoke,-1,2.08,1.82,0.738369504,,
E1,5/10/2019,West Brom,Cardiff,4,2,West Brom,Cardiff,0,-1,1.8,3.8,4.33,-0.75,West Brom,-1,1.95,1.95,0.362311417,,
E2,5/10/2019,Accrington,Oxford,2,2,Draw,Oxford,0,-1,3.4,3.5,2.25,0.25,Accrington,0,1.95,1.9,0.639801304,,
E2,5/10/2019,AFC Wimbledon,Rochdale,3,2,AFC Wimbledon,AFC Wimbledon,1,1.5,2.5,3.3,3.1,-0.25,AFC Wimbledon,0.385,1.77,2.1,0.378749378,,
E2,5/10/2019,Doncaster,Portsmouth,1,2,Portsmouth,Doncaster,0,-1,2.6,3.75,2.7,0.25,Portsmouth,-0.5,1.72,2.07,0.535145554,,
E2,5/10/2019,Fleetwood Town,Ipswich,0,1,Ipswich,Ipswich,1,2.2,2.37,3.4,3.2,-0.25,Ipswich,0.85,2,1.85,0.587845882,,
E2,5/10/2019,Gillingham,Southend,3,1,Gillingham,Gillingham,1,0.72,1.72,4.2,4.75,-0.75,Gillingham,1,2,1.85,0.590159941,,
E2,5/10/2019,Lincoln,Sunderland,2,0,Lincoln,Sunderland,0,-1,3.25,3.4,2.37,0.25,Lincoln,-1,1.88,1.98,0.52528471,,
E2,5/10/2019,Milton Keynes Dons,Burton,0,3,Burton,Burton,1,1.5,3,3.4,2.5,0.25,Burton,1,1.85,2,0.407285892,,
E2,5/10/2019,Rotherham,Coventry,4,0,Rotherham,Coventry,0,-1,2.37,3.5,3.1,-0.25,Rotherham,-1,2.05,1.8,0.474159002,,
E2,5/10/2019,Tranmere,Shrewsbury,0,1,Shrewsbury,Tranmere,0,-1,2.7,3.4,2.75,0,Shrewsbury,-1,1.95,1.9,0.464043213,,
E2,5/10/2019,Wycombe,Peterboro,3,3,Draw,Wycombe,0,-1,2.8,3.75,2.5,0.25,Wycombe,0,1.8,2.05,0.382093726,,
E3,5/10/2019,Bradford,Swindon,2,1,Bradford,Swindon,0,-1,2.55,3.5,2.9,-0.25,Bradford,-0.5,2.05,1.8,0.377159555,,
E3,5/10/2019,Cambridge,Macclesfield,2,2,Draw,Cambridge,0,-1,2,3.5,4.2,-0.5,Macclesfield,0,1.9,1.95,0.413026721,,
E3,5/10/2019,Colchester,Stevenage,3,1,Colchester,Colchester,1,0.9,1.9,3.75,4.33,-0.5,Colchester,0.9,1.9,1.95,0.512007809,,
E3,5/10/2019,Crewe,Exeter,1,1,Draw,Crewe,0,-1,2.3,3.5,3.25,-0.25,Exeter,0,2.1,1.7,0.468802663,,
E3,5/10/2019,Forest Green,Crawley Town,3,1,Forest Green,Forest Green,1,1.5,2.5,3.6,2.9,-0.25,Forest Green,1.07,2.07,1.72,0.49506746,,
E3,5/10/2019,Grimsby,Mansfield,0,1,Mansfield,Grimsby,0,-1,2.75,3.4,2.75,0,Mansfield,-1,1.88,1.98,0.579736778,,
E3,5/10/2019,Newport County,Carlisle,1,0,Newport County,Newport County,1,0.8,1.8,4,4.5,-0.75,Newport County,0.49,1.98,1.88,0.555047351,,
E3,5/10/2019,Northampton,Leyton Orient,0,1,Leyton Orient,Northampton,0,-1,2.05,3.5,3.9,-0.25,Leyton Orient,-1,1.77,2.02,0.522293208,,
E3,5/10/2019,Oldham,Cheltenham,1,1,Draw,Cheltenham,0,-1,2.6,3.4,2.9,-0.25,Cheltenham,0,2.05,1.75,0.653084643,,
E3,5/10/2019,Plymouth,Scunthorpe,2,2,Draw,Plymouth,0,-1,1.85,3.6,4.75,-0.5,Scunthorpe,0,1.9,1.95,0.446822645,,
E3,5/10/2019,Port Vale,Morecambe,3,1,Port Vale,Port Vale,1,0.66,1.66,4,5.75,-0.75,Port Vale,0.93,1.93,1.93,0.593955617,,
E3,5/10/2019,Walsall,Salford,0,3,Salford,Walsall,0,-1,2.2,3.5,3.5,-0.25,Salford,-1,1.95,1.9,0.503163936,,
EC,5/10/2019,Boreham Wood,Solihull,1,0,Boreham Wood,Boreham Wood,1,1.9,2.9,3.3,2.25,0,Boreham Wood,0.95,1.95,1.85,0.38664273,,
EC,5/10/2019,Bromley,Barrow,1,2,Barrow,Barrow,1,2.3,2,3.4,3.3,-0.25,Barrow,0.7,2.1,1.7,0.539669015,,
EC,5/10/2019,Chesterfield,Eastleigh,1,2,Eastleigh,Eastleigh,1,2.4,2,3.3,3.4,-0.25,Eastleigh,0.8,2,1.8,0.428315212,,
EC,5/10/2019,Chorley,Aldershot,0,0,Draw,Chorley,0,-1,2.2,3.1,3.2,0,Draw,0,1.75,2.05,0.399617975,,
EC,5/10/2019,Dag and Red,Barnet,1,1,Draw,Draw,1,2.25,2.25,3.25,2.87,-0.25,Barnet,0,2.1,1.7,0.254644305,,
EC,5/10/2019,Dover Athletic,Notts County,2,2,Draw,Notts County,0,-1,2.15,3.5,2.87,-0.25,Notts County,0,1.98,1.83,0.493411872,,
EC,5/10/2019,Hartlepool,Yeovil,2,1,Hartlepool,Yeovil,0,-1,2.55,3.3,2.6,0,Hartlepool,-1,1.93,1.88,0.675482657,,
EC,5/10/2019,Maidenhead,Halifax,0,1,Halifax,Halifax,1,1.5,2.6,3.2,2.5,0,Halifax,0.73,2.08,1.73,0.50873956,,
EC,5/10/2019,Sutton,Stockport,0,0,Draw,Sutton,0,-1,2.25,3.2,3,-0.25,Stockport,0,1.93,1.88,0.610053743,,
EC,5/10/2019,Torquay,Fylde,2,1,Torquay,Torquay,1,1.15,2.15,3.5,3.2,-0.25,Torquay,0.45,1.9,1.9,0.64163938,,
EC,5/10/2019,Woking,Wrexham,1,1,Draw,Woking,0,-1,2.3,3.2,3,-0.25,Wrexham,0,2.08,1.73,0.470637436,,
EC,5/10/2019,Harrogate,Ebbsfleet,2,0,Harrogate,Harrogate,1,0.85,1.85,3.6,3.6,-0.5,Harrogate,0.77,1.77,2.02,0.472930631,,
SC0,5/10/2019,Aberdeen,Hibernian,1,1,Draw,Aberdeen,0,-1,2,3.3,3.75,-0.5,Hibernian,0,2.02,1.83,0.477458134,,
